"","Notes","state","State.Code","Year","Year.Code","Single.Year.Ages","Single.Year.Ages.Code","Deaths","Population","Crude.Rate"
"12067","","Washington",53,2003,2003,"17 years",17,44,89473,"49.2"
"12068","","Washington",53,2003,2003,"18 years",18,68,87308,"77.9"
"12069","","Washington",53,2003,2003,"19 years",19,67,84672,"79.1"
"12070","","Washington",53,2003,2003,"20 years",20,67,86976,"77.0"
"12071","","Washington",53,2004,2004,"11 years",11,11,87955,"Unreliable"
"12072","","Washington",53,2004,2004,"12 years",12,11,90022,"Unreliable"
"12073","","Washington",53,2004,2004,"13 years",13,14,91012,"Unreliable"
"12074","","Washington",53,2004,2004,"14 years",14,12,92310,"Unreliable"
"12075","","Washington",53,2004,2004,"15 years",15,26,89766,"29.0"
"12076","","Washington",53,2004,2004,"16 years",16,45,89469,"50.3"
"12077","","Washington",53,2004,2004,"17 years",17,48,88716,"54.1"
"12078","","Washington",53,2004,2004,"18 years",18,70,87747,"79.8"
"12079","","Washington",53,2004,2004,"19 years",19,66,87132,"75.7"
"12080","","Washington",53,2004,2004,"20 years",20,76,86475,"87.9"
"12081","","Washington",53,2005,2005,"12 years",12,15,88941,"Unreliable"
"12082","","Washington",53,2005,2005,"13 years",13,10,90759,"Unreliable"
"12083","","Washington",53,2005,2005,"14 years",14,23,91194,"25.2"
"12084","","Washington",53,2005,2005,"15 years",15,23,93162,"24.7"
"12085","","Washington",53,2005,2005,"16 years",16,41,90868,"45.1"
"12086","","Washington",53,2005,2005,"17 years",17,55,90156,"61.0"
"12087","","Washington",53,2005,2005,"18 years",18,52,87232,"59.6"
"12088","","Washington",53,2005,2005,"19 years",19,66,87249,"75.6"
"12089","","Washington",53,2005,2005,"20 years",20,57,88796,"64.2"
"12090","","Washington",53,2006,2006,"13 years",13,15,89945,"Unreliable"
"12091","","Washington",53,2006,2006,"14 years",14,21,91194,"23.0"
"12092","","Washington",53,2006,2006,"15 years",15,19,92322,"Unreliable"
"12093","","Washington",53,2006,2006,"16 years",16,34,94535,"36.0"
"12094","","Washington",53,2006,2006,"17 years",17,59,91654,"64.4"
"12095","","Washington",53,2006,2006,"18 years",18,75,89533,"83.8"
"12096","","Washington",53,2006,2006,"19 years",19,75,87471,"85.7"
"12097","","Washington",53,2006,2006,"20 years",20,79,89684,"88.1"
"12098","","Washington",53,2007,2007,"12 years",12,11,86868,"Unreliable"
"12099","","Washington",53,2007,2007,"13 years",13,10,87316,"Unreliable"
"12100","","Washington",53,2007,2007,"14 years",14,17,90241,"Unreliable"
"12101","","Washington",53,2007,2007,"15 years",15,20,92538,"21.6"
"12102","","Washington",53,2007,2007,"16 years",16,31,93602,"33.1"
"12103","","Washington",53,2007,2007,"17 years",17,50,95305,"52.5"
"12104","","Washington",53,2007,2007,"18 years",18,62,91043,"68.1"
"12105","","Washington",53,2007,2007,"19 years",19,60,88965,"67.4"
"12106","","Washington",53,2007,2007,"20 years",20,63,88296,"71.4"
"12107","","Washington",53,2008,2008,"12 years",12,10,86320,"Unreliable"
"12108","","Washington",53,2008,2008,"14 years",14,15,87580,"Unreliable"
"12109","","Washington",53,2008,2008,"15 years",15,17,91597,"Unreliable"
"12110","","Washington",53,2008,2008,"16 years",16,35,93904,"37.3"
"12111","","Washington",53,2008,2008,"17 years",17,43,94174,"45.7"
"12112","","Washington",53,2008,2008,"18 years",18,56,95232,"58.8"
"12113","","Washington",53,2008,2008,"19 years",19,65,90735,"71.6"
"12114","","Washington",53,2008,2008,"20 years",20,73,90329,"80.8"
"12115","","Washington",53,2009,2009,"12 years",12,19,86649,"Unreliable"
"12116","","Washington",53,2009,2009,"13 years",13,12,87358,"Unreliable"
"12117","","Washington",53,2009,2009,"14 years",14,18,87869,"Unreliable"
"12118","","Washington",53,2009,2009,"15 years",15,28,88939,"31.5"
"12119","","Washington",53,2009,2009,"16 years",16,34,92908,"36.6"
"12120","","Washington",53,2009,2009,"17 years",17,38,94354,"40.3"
"12121","","Washington",53,2009,2009,"18 years",18,61,94491,"64.6"
"12122","","Washington",53,2009,2009,"19 years",19,62,94993,"65.3"
"12123","","Washington",53,2009,2009,"20 years",20,60,92097,"65.1"
"12124","","Washington",53,2010,2010,"12 years",12,13,87497,"Unreliable"
"12125","","Washington",53,2010,2010,"13 years",13,11,87399,"Unreliable"
"12126","","Washington",53,2010,2010,"14 years",14,14,87582,"Unreliable"
"12127","","Washington",53,2010,2010,"15 years",15,13,89006,"Unreliable"
"12128","","Washington",53,2010,2010,"16 years",16,33,90813,"36.3"
"12129","","Washington",53,2010,2010,"17 years",17,44,93768,"46.9"
"12130","","Washington",53,2010,2010,"18 years",18,44,94467,"46.6"
"12131","","Washington",53,2010,2010,"19 years",19,46,94074,"48.9"
"12132","","Washington",53,2010,2010,"20 years",20,64,94086,"68.0"
"12133","","Washington",53,2011,2011,"12 years",12,10,87843,"Unreliable"
"12134","","Washington",53,2011,2011,"13 years",13,11,87839,"Unreliable"
"12135","","Washington",53,2011,2011,"14 years",14,16,87448,"Unreliable"
"12136","","Washington",53,2011,2011,"15 years",15,17,87392,"Unreliable"
"12137","","Washington",53,2011,2011,"16 years",16,23,89034,"25.8"
"12138","","Washington",53,2011,2011,"17 years",17,38,91124,"41.7"
"12139","","Washington",53,2011,2011,"18 years",18,58,89694,"64.7"
"12140","","Washington",53,2011,2011,"19 years",19,47,91655,"51.3"
"12141","","Washington",53,2011,2011,"20 years",20,53,97570,"54.3"
"12142","","Washington",53,2012,2012,"14 years",14,25,88091,"28.4"
"12143","","Washington",53,2012,2012,"15 years",15,30,87751,"34.2"
"12144","","Washington",53,2012,2012,"16 years",16,22,87847,"25.0"
"12145","","Washington",53,2012,2012,"17 years",17,29,89781,"32.3"
"12146","","Washington",53,2012,2012,"18 years",18,57,88239,"64.6"
"12147","","Washington",53,2012,2012,"19 years",19,53,87898,"60.3"
"12148","","Washington",53,2012,2012,"20 years",20,64,94252,"67.9"
"12149","","Washington",53,2013,2013,"13 years",13,12,89202,"Unreliable"
"12150","","Washington",53,2013,2013,"14 years",14,16,88269,"Unreliable"
"12151","","Washington",53,2013,2013,"15 years",15,26,88953,"29.2"
"12152","","Washington",53,2013,2013,"16 years",16,24,88945,"27.0"
"12153","","Washington",53,2013,2013,"17 years",17,24,89080,"26.9"
"12154","","Washington",53,2013,2013,"18 years",18,46,86667,"53.1"
"12155","","Washington",53,2013,2013,"19 years",19,63,85846,"73.4"
"12156","","Washington",53,2013,2013,"20 years",20,56,89750,"62.4"
"12157","","Washington",53,2014,2014,"14 years",14,20,89340,"22.4"
"12158","","Washington",53,2014,2014,"15 years",15,21,88787,"23.7"
"12159","","Washington",53,2014,2014,"16 years",16,19,89644,"Unreliable"
"12160","","Washington",53,2014,2014,"17 years",17,36,89976,"40.0"
"12161","","Washington",53,2014,2014,"18 years",18,53,86415,"61.3"
"12162","","Washington",53,2014,2014,"19 years",19,51,85443,"59.7"
"12163","","Washington",53,2014,2014,"20 years",20,58,89276,"65.0"
"12164","","Washington",53,2015,2015,"12 years",12,12,87260,"Unreliable"
"12165","","Washington",53,2015,2015,"13 years",13,13,86516,"Unreliable"
"12166","","Washington",53,2015,2015,"14 years",14,27,88646,"30.5"
"12167","","Washington",53,2015,2015,"15 years",15,17,90003,"Unreliable"
"12168","","Washington",53,2015,2015,"16 years",16,41,89220,"46.0"
"12169","","Washington",53,2015,2015,"17 years",17,40,90013,"44.4"
"12170","","Washington",53,2015,2015,"18 years",18,51,86506,"59.0"
"12171","","Washington",53,2015,2015,"19 years",19,45,84959,"53.0"
"12172","","Washington",53,2015,2015,"20 years",20,59,88526,"66.6"
"12173","","Washington",53,2016,2016,"13 years",13,15,87798,"Unreliable"
"12174","","Washington",53,2016,2016,"14 years",14,13,87249,"Unreliable"
"12175","","Washington",53,2016,2016,"15 years",15,24,89433,"26.8"
"12176","","Washington",53,2016,2016,"16 years",16,32,90765,"35.3"
"12177","","Washington",53,2016,2016,"17 years",17,39,90427,"43.1"
"12178","","Washington",53,2016,2016,"18 years",18,53,87408,"60.6"
"12179","","Washington",53,2016,2016,"19 years",19,45,85550,"52.6"
"12180","","Washington",53,2016,2016,"20 years",20,57,88115,"64.7"
"12181","","Washington",53,2017,2017,"12 years",12,12,90272,"Unreliable"
"12182","","Washington",53,2017,2017,"13 years",13,12,89653,"Unreliable"
"12183","","Washington",53,2017,2017,"14 years",14,10,88937,"Unreliable"
"12184","","Washington",53,2017,2017,"15 years",15,33,87971,"37.5"
"12185","","Washington",53,2017,2017,"16 years",16,47,90659,"51.8"
"12186","","Washington",53,2017,2017,"17 years",17,32,92370,"34.6"
"12187","","Washington",53,2017,2017,"18 years",18,55,87889,"62.6"
"12188","","Washington",53,2017,2017,"19 years",19,56,85757,"65.3"
"12189","","Washington",53,2017,2017,"20 years",20,80,87931,"91.0"
"12190","","West Virginia",54,1999,1999,"14 years",14,13,24101,"Unreliable"
"12191","","West Virginia",54,1999,1999,"15 years",15,10,24058,"Unreliable"
"12192","","West Virginia",54,1999,1999,"16 years",16,20,25101,"79.7"
"12193","","West Virginia",54,1999,1999,"17 years",17,25,26089,"95.8"
"12194","","West Virginia",54,1999,1999,"18 years",18,29,26110,"111.1"
"12195","","West Virginia",54,1999,1999,"19 years",19,28,27944,"100.2"
"12196","","West Virginia",54,1999,1999,"20 years",20,29,26990,"107.4"
"12197","","West Virginia",54,2000,2000,"13 years",13,13,23249,"Unreliable"
"12198","","West Virginia",54,2000,2000,"14 years",14,11,23869,"Unreliable"
"12199","","West Virginia",54,2000,2000,"16 years",16,22,23996,"91.7"
"12200","","West Virginia",54,2000,2000,"17 years",17,15,25423,"Unreliable"
"12201","","West Virginia",54,2000,2000,"18 years",18,24,25486,"94.2"
"12202","","West Virginia",54,2000,2000,"19 years",19,41,26836,"152.8"
"12203","","West Virginia",54,2000,2000,"20 years",20,31,26749,"115.9"
"12204","","West Virginia",54,2001,2001,"15 years",15,11,23665,"Unreliable"
"12205","","West Virginia",54,2001,2001,"16 years",16,14,23949,"Unreliable"
"12206","","West Virginia",54,2001,2001,"17 years",17,19,23779,"Unreliable"
"12207","","West Virginia",54,2001,2001,"18 years",18,21,25132,"83.6"
"12208","","West Virginia",54,2001,2001,"19 years",19,26,25900,"100.4"
"12209","","West Virginia",54,2001,2001,"20 years",20,19,26721,"Unreliable"
"12210","","West Virginia",54,2002,2002,"15 years",15,12,23347,"Unreliable"
"12211","","West Virginia",54,2002,2002,"16 years",16,17,23740,"Unreliable"
"12212","","West Virginia",54,2002,2002,"17 years",17,17,23934,"Unreliable"
"12213","","West Virginia",54,2002,2002,"18 years",18,33,23974,"137.6"
"12214","","West Virginia",54,2002,2002,"19 years",19,44,25835,"170.3"
"12215","","West Virginia",54,2002,2002,"20 years",20,47,25932,"181.2"
"12216","","West Virginia",54,2003,2003,"14 years",14,15,22874,"Unreliable"
"12217","","West Virginia",54,2003,2003,"15 years",15,13,22944,"Unreliable"
"12218","","West Virginia",54,2003,2003,"16 years",16,15,23473,"Unreliable"
"12219","","West Virginia",54,2003,2003,"17 years",17,24,23711,"101.2"
"12220","","West Virginia",54,2003,2003,"18 years",18,28,24379,"114.9"
"12221","","West Virginia",54,2003,2003,"19 years",19,26,24858,"104.6"
"12222","","West Virginia",54,2003,2003,"20 years",20,32,25916,"123.5"
"12223","","West Virginia",54,2004,2004,"15 years",15,10,23216,"Unreliable"
"12224","","West Virginia",54,2004,2004,"16 years",16,18,22986,"Unreliable"
"12225","","West Virginia",54,2004,2004,"17 years",17,17,23434,"Unreliable"
"12226","","West Virginia",54,2004,2004,"18 years",18,31,24374,"127.2"
"12227","","West Virginia",54,2004,2004,"19 years",19,34,25325,"134.3"
"12228","","West Virginia",54,2004,2004,"20 years",20,32,24552,"130.3"
"12229","","West Virginia",54,2005,2005,"14 years",14,14,23408,"Unreliable"
"12230","","West Virginia",54,2005,2005,"16 years",16,20,23166,"86.3"
"12231","","West Virginia",54,2005,2005,"17 years",17,18,22958,"Unreliable"
"12232","","West Virginia",54,2005,2005,"18 years",18,24,24092,"99.6"
"12233","","West Virginia",54,2005,2005,"19 years",19,31,25361,"122.2"
"12234","","West Virginia",54,2005,2005,"20 years",20,22,25084,"87.7"
"12235","","West Virginia",54,2006,2006,"15 years",15,10,23901,"Unreliable"
"12236","","West Virginia",54,2006,2006,"16 years",16,17,24202,"Unreliable"
"12237","","West Virginia",54,2006,2006,"17 years",17,19,23260,"Unreliable"
"12238","","West Virginia",54,2006,2006,"18 years",18,31,23887,"129.8"
"12239","","West Virginia",54,2006,2006,"19 years",19,23,25167,"91.4"
"12240","","West Virginia",54,2006,2006,"20 years",20,23,25063,"91.8"
"12241","","West Virginia",54,2007,2007,"16 years",16,12,23862,"Unreliable"
"12242","","West Virginia",54,2007,2007,"17 years",17,15,24230,"Unreliable"
"12243","","West Virginia",54,2007,2007,"18 years",18,22,24213,"90.9"
"12244","","West Virginia",54,2007,2007,"19 years",19,29,25017,"115.9"
"12245","","West Virginia",54,2007,2007,"20 years",20,25,24787,"100.9"
"12246","","West Virginia",54,2008,2008,"16 years",16,10,23971,"Unreliable"
"12247","","West Virginia",54,2008,2008,"17 years",17,13,23877,"Unreliable"
"12248","","West Virginia",54,2008,2008,"18 years",18,22,25370,"86.7"
"12249","","West Virginia",54,2008,2008,"19 years",19,30,25313,"118.5"
"12250","","West Virginia",54,2008,2008,"20 years",20,21,24557,"85.5"
"12251","","West Virginia",54,2009,2009,"17 years",17,16,23983,"Unreliable"
"12252","","West Virginia",54,2009,2009,"18 years",18,19,25190,"Unreliable"
"12253","","West Virginia",54,2009,2009,"19 years",19,32,26642,"120.1"
"12254","","West Virginia",54,2009,2009,"20 years",20,31,25005,"124.0"
"12255","","West Virginia",54,2010,2010,"18 years",18,14,25244,"Unreliable"
"12256","","West Virginia",54,2010,2010,"19 years",19,31,26551,"116.8"
"12257","","West Virginia",54,2010,2010,"20 years",20,28,25873,"108.2"
"12258","","West Virginia",54,2011,2011,"16 years",16,12,22515,"Unreliable"
"12259","","West Virginia",54,2011,2011,"18 years",18,22,23736,"92.7"
"12260","","West Virginia",54,2011,2011,"19 years",19,22,26046,"84.5"
"12261","","West Virginia",54,2011,2011,"20 years",20,29,26271,"110.4"
"12262","","West Virginia",54,2012,2012,"15 years",15,11,21839,"Unreliable"
"12263","","West Virginia",54,2012,2012,"17 years",17,12,22445,"Unreliable"
"12264","","West Virginia",54,2012,2012,"18 years",18,12,22958,"Unreliable"
"12265","","West Virginia",54,2012,2012,"19 years",19,13,23854,"Unreliable"
"12266","","West Virginia",54,2012,2012,"20 years",20,19,25522,"Unreliable"
"12267","","West Virginia",54,2013,2013,"15 years",15,11,21909,"Unreliable"
"12268","","West Virginia",54,2013,2013,"17 years",17,11,22148,"Unreliable"
"12269","","West Virginia",54,2013,2013,"18 years",18,15,22957,"Unreliable"
"12270","","West Virginia",54,2013,2013,"19 years",19,16,23635,"Unreliable"
"12271","","West Virginia",54,2013,2013,"20 years",20,21,24093,"87.2"
"12272","","West Virginia",54,2014,2014,"15 years",15,16,21775,"Unreliable"
"12273","","West Virginia",54,2014,2014,"16 years",16,16,21845,"Unreliable"
"12274","","West Virginia",54,2014,2014,"18 years",18,15,22485,"Unreliable"
"12275","","West Virginia",54,2014,2014,"19 years",19,21,23243,"90.3"
"12276","","West Virginia",54,2014,2014,"20 years",20,19,23856,"Unreliable"
"12277","","West Virginia",54,2015,2015,"15 years",15,11,22325,"Unreliable"
"12278","","West Virginia",54,2015,2015,"17 years",17,13,21988,"Unreliable"
"12279","","West Virginia",54,2015,2015,"18 years",18,13,21928,"Unreliable"
"12280","","West Virginia",54,2015,2015,"19 years",19,19,22567,"Unreliable"
"12281","","West Virginia",54,2015,2015,"20 years",20,23,23402,"98.3"
"12282","","West Virginia",54,2016,2016,"16 years",16,12,22122,"Unreliable"
"12283","","West Virginia",54,2016,2016,"18 years",18,22,21867,"100.6"
"12284","","West Virginia",54,2016,2016,"19 years",19,20,22083,"90.6"
"12285","","West Virginia",54,2016,2016,"20 years",20,21,22938,"91.6"
"12286","","West Virginia",54,2017,2017,"17 years",17,15,22075,"Unreliable"
"12287","","West Virginia",54,2017,2017,"18 years",18,16,21722,"Unreliable"
"12288","","West Virginia",54,2017,2017,"19 years",19,14,21898,"Unreliable"
"12289","","West Virginia",54,2017,2017,"20 years",20,28,22380,"125.1"
"12290","","Wisconsin",55,1999,1999,"11 years",11,13,79301,"Unreliable"
"12291","","Wisconsin",55,1999,1999,"12 years",12,20,80427,"24.9"
"12292","","Wisconsin",55,1999,1999,"13 years",13,21,81592,"25.7"
"12293","","Wisconsin",55,1999,1999,"14 years",14,21,82479,"25.5"
"12294","","Wisconsin",55,1999,1999,"15 years",15,33,80789,"40.8"
"12295","","Wisconsin",55,1999,1999,"16 years",16,42,81443,"51.6"
"12296","","Wisconsin",55,1999,1999,"17 years",17,45,81563,"55.2"
"12297","","Wisconsin",55,1999,1999,"18 years",18,72,80322,"89.6"
"12298","","Wisconsin",55,1999,1999,"19 years",19,64,82950,"77.2"
"12299","","Wisconsin",55,1999,1999,"20 years",20,61,77990,"78.2"
"12300","","Wisconsin",55,2000,2000,"13 years",13,20,80443,"24.9"
"12301","","Wisconsin",55,2000,2000,"14 years",14,24,82221,"29.2"
"12302","","Wisconsin",55,2000,2000,"15 years",15,34,82168,"41.4"
"12303","","Wisconsin",55,2000,2000,"16 years",16,51,80330,"63.5"
"12304","","Wisconsin",55,2000,2000,"17 years",17,56,81360,"68.8"
"12305","","Wisconsin",55,2000,2000,"18 years",18,66,80885,"81.6"
"12306","","Wisconsin",55,2000,2000,"19 years",19,62,82452,"75.2"
"12307","","Wisconsin",55,2000,2000,"20 years",20,64,80549,"79.5"
"12308","","Wisconsin",55,2001,2001,"11 years",11,12,82502,"Unreliable"
"12309","","Wisconsin",55,2001,2001,"13 years",13,13,80506,"Unreliable"
"12310","","Wisconsin",55,2001,2001,"14 years",14,24,81459,"29.5"
"12311","","Wisconsin",55,2001,2001,"15 years",15,35,82740,"42.3"
"12312","","Wisconsin",55,2001,2001,"16 years",16,38,83630,"45.4"
"12313","","Wisconsin",55,2001,2001,"17 years",17,57,80809,"70.5"
"12314","","Wisconsin",55,2001,2001,"18 years",18,63,82163,"76.7"
"12315","","Wisconsin",55,2001,2001,"19 years",19,68,85762,"79.3"
"12316","","Wisconsin",55,2001,2001,"20 years",20,53,80875,"65.5"
"12317","","Wisconsin",55,2002,2002,"11 years",11,14,81003,"Unreliable"
"12318","","Wisconsin",55,2002,2002,"12 years",12,15,83245,"Unreliable"
"12319","","Wisconsin",55,2002,2002,"13 years",13,14,81093,"Unreliable"
"12320","","Wisconsin",55,2002,2002,"14 years",14,20,80972,"24.7"
"12321","","Wisconsin",55,2002,2002,"15 years",15,26,82115,"31.7"
"12322","","Wisconsin",55,2002,2002,"16 years",16,52,83204,"62.5"
"12323","","Wisconsin",55,2002,2002,"17 years",17,51,83953,"60.7"
"12324","","Wisconsin",55,2002,2002,"18 years",18,70,81279,"86.1"
"12325","","Wisconsin",55,2002,2002,"19 years",19,54,85958,"62.8"
"12326","","Wisconsin",55,2002,2002,"20 years",20,57,85159,"66.9"
"12327","","Wisconsin",55,2003,2003,"12 years",12,14,81802,"Unreliable"
"12328","","Wisconsin",55,2003,2003,"13 years",13,15,83497,"Unreliable"
"12329","","Wisconsin",55,2003,2003,"14 years",14,15,81357,"Unreliable"
"12330","","Wisconsin",55,2003,2003,"15 years",15,20,81401,"24.6"
"12331","","Wisconsin",55,2003,2003,"16 years",16,44,82497,"53.3"
"12332","","Wisconsin",55,2003,2003,"17 years",17,66,83128,"79.4"
"12333","","Wisconsin",55,2003,2003,"18 years",18,70,84168,"83.2"
"12334","","Wisconsin",55,2003,2003,"19 years",19,86,84063,"102.3"
"12335","","Wisconsin",55,2003,2003,"20 years",20,75,84846,"88.4"
"12336","","Wisconsin",55,2004,2004,"12 years",12,14,80053,"Unreliable"
"12337","","Wisconsin",55,2004,2004,"13 years",13,16,82055,"Unreliable"
"12338","","Wisconsin",55,2004,2004,"14 years",14,17,83824,"Unreliable"
"12339","","Wisconsin",55,2004,2004,"15 years",15,25,81917,"30.5"
"12340","","Wisconsin",55,2004,2004,"16 years",16,42,81994,"51.2"
"12341","","Wisconsin",55,2004,2004,"17 years",17,51,82607,"61.7"
"12342","","Wisconsin",55,2004,2004,"18 years",18,63,83246,"75.7"
"12343","","Wisconsin",55,2004,2004,"19 years",19,51,85788,"59.4"
"12344","","Wisconsin",55,2004,2004,"20 years",20,68,82653,"82.3"
"12345","","Wisconsin",55,2005,2005,"11 years",11,10,76403,"Unreliable"
"12346","","Wisconsin",55,2005,2005,"12 years",12,12,79216,"Unreliable"
"12347","","Wisconsin",55,2005,2005,"13 years",13,22,80230,"27.4"
"12348","","Wisconsin",55,2005,2005,"14 years",14,24,82140,"29.2"
"12349","","Wisconsin",55,2005,2005,"15 years",15,23,84284,"27.3"
"12350","","Wisconsin",55,2005,2005,"16 years",16,45,82484,"54.6"
"12351","","Wisconsin",55,2005,2005,"17 years",17,56,81957,"68.3"
"12352","","Wisconsin",55,2005,2005,"18 years",18,76,82637,"92.0"
"12353","","Wisconsin",55,2005,2005,"19 years",19,59,84528,"69.8"
"12354","","Wisconsin",55,2005,2005,"20 years",20,51,84582,"60.3"
"12355","","Wisconsin",55,2006,2006,"11 years",11,11,76051,"Unreliable"
"12356","","Wisconsin",55,2006,2006,"13 years",13,14,79422,"Unreliable"
"12357","","Wisconsin",55,2006,2006,"14 years",14,18,80364,"Unreliable"
"12358","","Wisconsin",55,2006,2006,"15 years",15,23,82740,"27.8"
"12359","","Wisconsin",55,2006,2006,"16 years",16,34,84891,"40.1"
"12360","","Wisconsin",55,2006,2006,"17 years",17,47,82391,"57.0"
"12361","","Wisconsin",55,2006,2006,"18 years",18,59,81929,"72.0"
"12362","","Wisconsin",55,2006,2006,"19 years",19,75,82755,"90.6"
"12363","","Wisconsin",55,2006,2006,"20 years",20,57,82806,"68.8"
"12364","","Wisconsin",55,2007,2007,"11 years",11,13,74483,"Unreliable"
"12365","","Wisconsin",55,2007,2007,"12 years",12,10,77005,"Unreliable"
"12366","","Wisconsin",55,2007,2007,"13 years",13,15,77594,"Unreliable"
"12367","","Wisconsin",55,2007,2007,"14 years",14,16,79407,"Unreliable"
"12368","","Wisconsin",55,2007,2007,"15 years",15,34,80876,"42.0"
"12369","","Wisconsin",55,2007,2007,"16 years",16,40,83457,"47.9"
"12370","","Wisconsin",55,2007,2007,"17 years",17,55,84594,"65.0"
"12371","","Wisconsin",55,2007,2007,"18 years",18,67,82351,"81.4"
"12372","","Wisconsin",55,2007,2007,"19 years",19,60,81558,"73.6"
"12373","","Wisconsin",55,2007,2007,"20 years",20,62,81114,"76.4"
"12374","","Wisconsin",55,2008,2008,"13 years",13,11,77028,"Unreliable"
"12375","","Wisconsin",55,2008,2008,"14 years",14,12,77433,"Unreliable"
"12376","","Wisconsin",55,2008,2008,"15 years",15,26,79808,"32.6"
"12377","","Wisconsin",55,2008,2008,"16 years",16,25,81523,"30.7"
"12378","","Wisconsin",55,2008,2008,"17 years",17,41,83139,"49.3"
"12379","","Wisconsin",55,2008,2008,"18 years",18,50,84420,"59.2"
"12380","","Wisconsin",55,2008,2008,"19 years",19,64,81197,"78.8"
"12381","","Wisconsin",55,2008,2008,"20 years",20,58,79772,"72.7"
"12382","","Wisconsin",55,2009,2009,"13 years",13,11,75358,"Unreliable"
"12383","","Wisconsin",55,2009,2009,"14 years",14,20,76736,"26.1"
"12384","","Wisconsin",55,2009,2009,"15 years",15,20,77851,"25.7"
"12385","","Wisconsin",55,2009,2009,"16 years",16,27,80509,"33.5"
"12386","","Wisconsin",55,2009,2009,"17 years",17,47,81074,"58.0"
"12387","","Wisconsin",55,2009,2009,"18 years",18,53,82857,"64.0"
"12388","","Wisconsin",55,2009,2009,"19 years",19,52,82590,"63.0"
"12389","","Wisconsin",55,2009,2009,"20 years",20,52,79540,"65.4"
"12390","","Wisconsin",55,2010,2010,"12 years",12,13,74635,"Unreliable"
"12391","","Wisconsin",55,2010,2010,"14 years",14,12,75549,"Unreliable"
"12392","","Wisconsin",55,2010,2010,"15 years",15,22,77092,"28.5"
"12393","","Wisconsin",55,2010,2010,"16 years",16,27,78939,"34.2"
"12394","","Wisconsin",55,2010,2010,"17 years",17,42,80474,"52.2"
"12395","","Wisconsin",55,2010,2010,"18 years",18,34,81246,"41.8"
"12396","","Wisconsin",55,2010,2010,"19 years",19,69,81458,"84.7"
"12397","","Wisconsin",55,2010,2010,"20 years",20,53,80763,"65.6"
"12398","","Wisconsin",55,2011,2011,"11 years",11,11,76084,"Unreliable"
"12399","","Wisconsin",55,2011,2011,"12 years",12,11,74684,"Unreliable"
"12400","","Wisconsin",55,2011,2011,"13 years",13,11,74693,"Unreliable"
"12401","","Wisconsin",55,2011,2011,"14 years",14,13,74907,"Unreliable"
"12402","","Wisconsin",55,2011,2011,"15 years",15,17,75043,"Unreliable"
"12403","","Wisconsin",55,2011,2011,"16 years",16,30,76782,"39.1"
"12404","","Wisconsin",55,2011,2011,"17 years",17,37,78939,"46.9"
"12405","","Wisconsin",55,2011,2011,"18 years",18,36,80756,"44.6"
"12406","","Wisconsin",55,2011,2011,"19 years",19,60,86618,"69.3"
"12407","","Wisconsin",55,2011,2011,"20 years",20,48,80925,"59.3"
"12408","","Wisconsin",55,2012,2012,"13 years",13,11,74637,"Unreliable"
"12409","","Wisconsin",55,2012,2012,"14 years",14,16,74718,"Unreliable"
"12410","","Wisconsin",55,2012,2012,"15 years",15,21,74885,"28.0"
"12411","","Wisconsin",55,2012,2012,"16 years",16,33,75084,"44.0"
"12412","","Wisconsin",55,2012,2012,"17 years",17,45,76835,"58.6"
"12413","","Wisconsin",55,2012,2012,"18 years",18,51,78970,"64.6"
"12414","","Wisconsin",55,2012,2012,"19 years",19,43,83947,"51.2"
"12415","","Wisconsin",55,2012,2012,"20 years",20,46,85526,"53.8"
"12416","","Wisconsin",55,2013,2013,"14 years",14,17,74884,"Unreliable"
"12417","","Wisconsin",55,2013,2013,"15 years",15,15,74904,"Unreliable"
"12418","","Wisconsin",55,2013,2013,"16 years",16,21,74935,"28.0"
"12419","","Wisconsin",55,2013,2013,"17 years",17,28,75215,"37.2"
"12420","","Wisconsin",55,2013,2013,"18 years",18,41,76893,"53.3"
"12421","","Wisconsin",55,2013,2013,"19 years",19,42,82777,"50.7"
"12422","","Wisconsin",55,2013,2013,"20 years",20,53,84134,"63.0"
"12423","","Wisconsin",55,2014,2014,"12 years",12,12,73086,"Unreliable"
"12424","","Wisconsin",55,2014,2014,"15 years",15,22,75123,"29.3"
"12425","","Wisconsin",55,2014,2014,"16 years",16,22,74928,"29.4"
"12426","","Wisconsin",55,2014,2014,"17 years",17,30,74994,"40.0"
"12427","","Wisconsin",55,2014,2014,"18 years",18,50,75754,"66.0"
"12428","","Wisconsin",55,2014,2014,"19 years",19,45,82026,"54.9"
"12429","","Wisconsin",55,2014,2014,"20 years",20,60,83588,"71.8"
"12430","","Wisconsin",55,2015,2015,"12 years",12,10,73119,"Unreliable"
"12431","","Wisconsin",55,2015,2015,"13 years",13,15,73009,"Unreliable"
"12432","","Wisconsin",55,2015,2015,"14 years",14,18,74624,"Unreliable"
"12433","","Wisconsin",55,2015,2015,"15 years",15,14,76193,"Unreliable"
"12434","","Wisconsin",55,2015,2015,"16 years",16,24,75082,"32.0"
"12435","","Wisconsin",55,2015,2015,"17 years",17,26,74896,"34.7"
"12436","","Wisconsin",55,2015,2015,"18 years",18,44,75503,"58.3"
"12437","","Wisconsin",55,2015,2015,"19 years",19,51,80463,"63.4"
"12438","","Wisconsin",55,2015,2015,"20 years",20,54,81664,"66.1"
