"","Notes","state","State.Code","Year","Year.Code","Single.Year.Ages","Single.Year.Ages.Code","Deaths","Population","Crude.Rate"
"1","","Alabama",1,1999,1999,"< 1 year",0,606,58787,"1030.8"
"2","","Alabama",1,1999,1999,"1 year",1,51,58728,"86.8"
"3","","Alabama",1,1999,1999,"2 years",2,31,58538,"53.0"
"4","","Alabama",1,1999,1999,"3 years",3,23,58518,"39.3"
"5","","Alabama",1,1999,1999,"4 years",4,16,60369,"Unreliable"
"6","","Alabama",1,1999,1999,"5 years",5,16,61514,"Unreliable"
"7","","Alabama",1,1999,1999,"6 years",6,22,62429,"35.2"
"8","","Alabama",1,1999,1999,"7 years",7,15,63614,"Unreliable"
"9","","Alabama",1,1999,1999,"8 years",8,13,63183,"Unreliable"
"10","","Alabama",1,1999,1999,"9 years",9,20,65009,"30.8"
"11","","Alabama",1,1999,1999,"10 years",10,21,64518,"32.5"
"12","","Alabama",1,2000,2000,"< 1 year",0,596,59101,"1008.4"
"13","","Alabama",1,2000,2000,"1 year",1,46,59123,"77.8"
"14","","Alabama",1,2000,2000,"2 years",2,27,58875,"45.9"
"15","","Alabama",1,2000,2000,"3 years",3,13,58988,"Unreliable"
"16","","Alabama",1,2000,2000,"4 years",4,11,59905,"Unreliable"
"17","","Alabama",1,2000,2000,"5 years",5,13,60684,"Unreliable"
"18","","Alabama",1,2000,2000,"6 years",6,11,61754,"Unreliable"
"19","","Alabama",1,2000,2000,"7 years",7,10,63471,"Unreliable"
"20","","Alabama",1,2000,2000,"9 years",9,13,65657,"Unreliable"
"21","","Alabama",1,2001,2001,"< 1 year",0,567,61537,"921.4"
"22","","Alabama",1,2001,2001,"1 year",1,40,59329,"67.4"
"23","","Alabama",1,2001,2001,"2 years",2,24,58400,"41.1"
"24","","Alabama",1,2001,2001,"3 years",3,19,58731,"Unreliable"
"25","","Alabama",1,2001,2001,"4 years",4,15,58627,"Unreliable"
"26","","Alabama",1,2001,2001,"5 years",5,14,59383,"Unreliable"
"27","","Alabama",1,2001,2001,"6 years",6,12,60455,"Unreliable"
"28","","Alabama",1,2001,2001,"8 years",8,18,62828,"Unreliable"
"29","","Alabama",1,2001,2001,"9 years",9,14,63519,"Unreliable"
"30","","Alabama",1,2001,2001,"10 years",10,11,65611,"Unreliable"
"31","","Alabama",1,2002,2002,"< 1 year",0,539,58963,"914.1"
"32","","Alabama",1,2002,2002,"1 year",1,31,60893,"50.9"
"33","","Alabama",1,2002,2002,"2 years",2,21,59220,"35.5"
"34","","Alabama",1,2002,2002,"3 years",3,25,58365,"42.8"
"35","","Alabama",1,2002,2002,"4 years",4,25,58605,"42.7"
"36","","Alabama",1,2002,2002,"5 years",5,17,58624,"Unreliable"
"37","","Alabama",1,2002,2002,"7 years",7,12,60451,"Unreliable"
"38","","Alabama",1,2002,2002,"8 years",8,13,61253,"Unreliable"
"39","","Alabama",1,2002,2002,"9 years",9,10,63151,"Unreliable"
"40","","Alabama",1,2002,2002,"10 years",10,14,64274,"Unreliable"
"41","","Alabama",1,2003,2003,"< 1 year",0,519,58021,"894.5"
"42","","Alabama",1,2003,2003,"1 year",1,34,58528,"58.1"
"43","","Alabama",1,2003,2003,"2 years",2,27,61047,"44.2"
"44","","Alabama",1,2003,2003,"3 years",3,19,59264,"Unreliable"
"45","","Alabama",1,2003,2003,"4 years",4,16,58344,"Unreliable"
"46","","Alabama",1,2003,2003,"5 years",5,12,58926,"Unreliable"
"47","","Alabama",1,2003,2003,"6 years",6,13,58470,"Unreliable"
"48","","Alabama",1,2003,2003,"7 years",7,12,59494,"Unreliable"
"49","","Alabama",1,2003,2003,"8 years",8,19,60392,"Unreliable"
"50","","Alabama",1,2003,2003,"10 years",10,11,64354,"Unreliable"
"51","","Alabama",1,2004,2004,"< 1 year",0,516,58927,"875.7"
"52","","Alabama",1,2004,2004,"1 year",1,34,57357,"59.3"
"53","","Alabama",1,2004,2004,"2 years",2,32,58821,"54.4"
"54","","Alabama",1,2004,2004,"3 years",3,17,61315,"Unreliable"
"55","","Alabama",1,2004,2004,"4 years",4,23,59550,"38.6"
"56","","Alabama",1,2004,2004,"5 years",5,14,58861,"Unreliable"
"57","","Alabama",1,2004,2004,"7 years",7,10,59048,"Unreliable"
"58","","Alabama",1,2005,2005,"< 1 year",0,568,59424,"955.8"
"59","","Alabama",1,2005,2005,"1 year",1,30,58240,"51.5"
"60","","Alabama",1,2005,2005,"2 years",2,25,57796,"43.3"
"61","","Alabama",1,2005,2005,"3 years",3,18,59416,"Unreliable"
"62","","Alabama",1,2005,2005,"4 years",4,14,61565,"Unreliable"
"63","","Alabama",1,2005,2005,"6 years",6,11,58915,"Unreliable"
"64","","Alabama",1,2005,2005,"7 years",7,12,59673,"Unreliable"
"65","","Alabama",1,2005,2005,"8 years",8,12,59048,"Unreliable"
"66","","Alabama",1,2005,2005,"10 years",10,11,63149,"Unreliable"
"67","","Alabama",1,2006,2006,"< 1 year",0,571,60823,"938.8"
"68","","Alabama",1,2006,2006,"1 year",1,42,58451,"71.9"
"69","","Alabama",1,2006,2006,"2 years",2,31,59233,"52.3"
"70","","Alabama",1,2006,2006,"3 years",3,18,58569,"Unreliable"
"71","","Alabama",1,2006,2006,"4 years",4,12,60146,"Unreliable"
"72","","Alabama",1,2006,2006,"5 years",5,14,62772,"Unreliable"
"73","","Alabama",1,2006,2006,"6 years",6,12,60389,"Unreliable"
"74","","Alabama",1,2006,2006,"7 years",7,11,60090,"Unreliable"
"75","","Alabama",1,2006,2006,"8 years",8,10,59866,"Unreliable"
"76","","Alabama",1,2006,2006,"9 years",9,17,60464,"Unreliable"
"77","","Alabama",1,2007,2007,"< 1 year",0,641,62907,"1019.0"
"78","","Alabama",1,2007,2007,"1 year",1,27,59387,"45.5"
"79","","Alabama",1,2007,2007,"2 years",2,16,59092,"Unreliable"
"80","","Alabama",1,2007,2007,"3 years",3,16,59949,"Unreliable"
"81","","Alabama",1,2007,2007,"4 years",4,17,58965,"Unreliable"
"82","","Alabama",1,2007,2007,"5 years",5,15,60917,"Unreliable"
"83","","Alabama",1,2007,2007,"6 years",6,13,62615,"Unreliable"
"84","","Alabama",1,2007,2007,"7 years",7,15,61270,"Unreliable"
"85","","Alabama",1,2007,2007,"8 years",8,13,59981,"Unreliable"
"86","","Alabama",1,2007,2007,"9 years",9,10,61230,"Unreliable"
"87","","Alabama",1,2008,2008,"< 1 year",0,612,63816,"959.0"
"88","","Alabama",1,2008,2008,"1 year",1,39,60888,"64.1"
"89","","Alabama",1,2008,2008,"2 years",2,24,60285,"39.8"
"90","","Alabama",1,2008,2008,"3 years",3,21,59589,"35.2"
"91","","Alabama",1,2008,2008,"5 years",5,11,59772,"Unreliable"
"92","","Alabama",1,2008,2008,"6 years",6,13,60780,"Unreliable"
"93","","Alabama",1,2008,2008,"7 years",7,16,63575,"Unreliable"
"94","","Alabama",1,2009,2009,"< 1 year",0,517,61793,"836.7"
"95","","Alabama",1,2009,2009,"1 year",1,46,61536,"74.8"
"96","","Alabama",1,2009,2009,"2 years",2,21,61514,"34.1"
"97","","Alabama",1,2009,2009,"3 years",3,20,60766,"32.9"
"98","","Alabama",1,2009,2009,"4 years",4,17,59803,"Unreliable"
"99","","Alabama",1,2009,2009,"9 years",9,14,62602,"Unreliable"
"100","","Alabama",1,2009,2009,"10 years",10,10,64614,"Unreliable"
"101","","Alabama",1,2010,2010,"< 1 year",0,523,60056,"870.9"
"102","","Alabama",1,2010,2010,"1 year",1,25,59832,"41.8"
"103","","Alabama",1,2010,2010,"2 years",2,26,62283,"41.7"
"104","","Alabama",1,2010,2010,"3 years",3,17,61996,"Unreliable"
"105","","Alabama",1,2010,2010,"4 years",4,12,60790,"Unreliable"
"106","","Alabama",1,2010,2010,"6 years",6,10,60613,"Unreliable"
"107","","Alabama",1,2010,2010,"8 years",8,18,61602,"Unreliable"
"108","","Alabama",1,2010,2010,"9 years",9,18,65001,"Unreliable"
"109","","Alabama",1,2010,2010,"10 years",10,11,64990,"Unreliable"
"110","","Alabama",1,2011,2011,"< 1 year",0,487,59427,"819.5"
"111","","Alabama",1,2011,2011,"1 year",1,33,60441,"54.6"
"112","","Alabama",1,2011,2011,"2 years",2,25,59741,"41.8"
"113","","Alabama",1,2011,2011,"3 years",3,21,62324,"33.7"
"114","","Alabama",1,2011,2011,"4 years",4,20,61972,"32.3"
"115","","Alabama",1,2011,2011,"5 years",5,10,61211,"Unreliable"
"116","","Alabama",1,2011,2011,"6 years",6,14,60624,"Unreliable"
"117","","Alabama",1,2011,2011,"7 years",7,10,61008,"Unreliable"
"118","","Alabama",1,2011,2011,"8 years",8,15,60767,"Unreliable"
"119","","Alabama",1,2012,2012,"< 1 year",0,523,60523,"864.1"
"120","","Alabama",1,2012,2012,"1 year",1,30,61821,"48.5"
"121","","Alabama",1,2012,2012,"2 years",2,30,60551,"49.5"
"122","","Alabama",1,2012,2012,"3 years",3,17,59889,"Unreliable"
"123","","Alabama",1,2012,2012,"4 years",4,16,62483,"Unreliable"
"124","","Alabama",1,2012,2012,"5 years",5,11,62126,"Unreliable"
"125","","Alabama",1,2012,2012,"6 years",6,10,61242,"Unreliable"
"126","","Alabama",1,2012,2012,"8 years",8,10,61181,"Unreliable"
"127","","Alabama",1,2012,2012,"9 years",9,16,60931,"Unreliable"
"128","","Alabama",1,2012,2012,"10 years",10,10,61747,"Unreliable"
"129","","Alabama",1,2013,2013,"< 1 year",0,501,58439,"857.3"
"130","","Alabama",1,2013,2013,"1 year",1,31,59096,"52.5"
"131","","Alabama",1,2013,2013,"2 years",2,25,59328,"42.1"
"132","","Alabama",1,2013,2013,"3 years",3,17,60254,"Unreliable"
"133","","Alabama",1,2013,2013,"4 years",4,10,59987,"Unreliable"
"134","","Alabama",1,2013,2013,"5 years",5,14,62032,"Unreliable"
"135","","Alabama",1,2013,2013,"6 years",6,13,62120,"Unreliable"
"136","","Alabama",1,2013,2013,"7 years",7,11,61320,"Unreliable"
"137","","Alabama",1,2013,2013,"9 years",9,11,61240,"Unreliable"
"138","","Alabama",1,2014,2014,"< 1 year",0,516,57854,"891.9"
"139","","Alabama",1,2014,2014,"1 year",1,30,58028,"51.7"
"140","","Alabama",1,2014,2014,"2 years",2,20,58953,"33.9"
"141","","Alabama",1,2014,2014,"3 years",3,15,59449,"Unreliable"
"142","","Alabama",1,2014,2014,"5 years",5,15,60219,"Unreliable"
"143","","Alabama",1,2014,2014,"6 years",6,10,62116,"Unreliable"
"144","","Alabama",1,2014,2014,"8 years",8,15,61528,"Unreliable"
"145","","Alabama",1,2014,2014,"9 years",9,14,60922,"Unreliable"
"146","","Alabama",1,2015,2015,"< 1 year",0,495,58017,"853.2"
"147","","Alabama",1,2015,2015,"1 year",1,36,58451,"61.6"
"148","","Alabama",1,2015,2015,"2 years",2,17,57924,"Unreliable"
"149","","Alabama",1,2015,2015,"3 years",3,17,58914,"Unreliable"
"150","","Alabama",1,2015,2015,"5 years",5,11,59781,"Unreliable"
"151","","Alabama",1,2015,2015,"6 years",6,14,60256,"Unreliable"
"152","","Alabama",1,2015,2015,"9 years",9,11,61563,"Unreliable"
"153","","Alabama",1,2015,2015,"10 years",10,12,61139,"Unreliable"
"154","","Alabama",1,2016,2016,"< 1 year",0,537,58269,"921.6"
"155","","Alabama",1,2016,2016,"1 year",1,31,58884,"52.6"
"156","","Alabama",1,2016,2016,"2 years",2,22,58980,"37.3"
"157","","Alabama",1,2016,2016,"3 years",3,11,57778,"Unreliable"
"158","","Alabama",1,2016,2016,"4 years",4,10,58654,"Unreliable"
"159","","Alabama",1,2016,2016,"5 years",5,11,59413,"Unreliable"
"160","","Alabama",1,2016,2016,"6 years",6,15,59729,"Unreliable"
"161","","Alabama",1,2016,2016,"10 years",10,11,61435,"Unreliable"
"162","","Alabama",1,2017,2017,"< 1 year",0,434,57902,"749.5"
"163","","Alabama",1,2017,2017,"1 year",1,39,58838,"66.3"
"164","","Alabama",1,2017,2017,"2 years",2,15,59655,"Unreliable"
"165","","Alabama",1,2017,2017,"3 years",3,30,59050,"50.8"
"166","","Alabama",1,2017,2017,"5 years",5,10,59116,"Unreliable"
"167","","Alabama",1,2017,2017,"10 years",10,12,62518,"Unreliable"
"168","","Alaska",2,1999,1999,"< 1 year",0,57,9265,"615.2"
"169","","Alaska",2,2000,2000,"< 1 year",0,68,9361,"726.4"
"170","","Alaska",2,2001,2001,"< 1 year",0,81,9826,"824.3"
"171","","Alaska",2,2002,2002,"< 1 year",0,55,9695,"567.3"
"172","","Alaska",2,2003,2003,"< 1 year",0,71,9830,"722.3"
"173","","Alaska",2,2004,2004,"< 1 year",0,69,9959,"692.8"
"174","","Alaska",2,2005,2005,"< 1 year",0,62,10197,"608.0"
"175","","Alaska",2,2006,2006,"< 1 year",0,76,10215,"744.0"
"176","","Alaska",2,2007,2007,"< 1 year",0,72,10650,"676.1"
"177","","Alaska",2,2008,2008,"< 1 year",0,67,10815,"619.5"
"178","","Alaska",2,2009,2009,"< 1 year",0,77,11076,"695.2"
"179","","Alaska",2,2010,2010,"< 1 year",0,43,10828,"397.1"
"180","","Alaska",2,2011,2011,"< 1 year",0,43,11177,"384.7"
"181","","Alaska",2,2012,2012,"< 1 year",0,58,11303,"513.1"
"182","","Alaska",2,2013,2013,"< 1 year",0,64,11558,"553.7"
"183","","Alaska",2,2014,2014,"< 1 year",0,75,11157,"672.2"
"184","","Alaska",2,2015,2015,"< 1 year",0,78,11383,"685.2"
"185","","Alaska",2,2016,2016,"< 1 year",0,60,10938,"548.5"
"186","","Alaska",2,2017,2017,"< 1 year",0,59,11099,"531.6"
"187","","Arizona",4,1999,1999,"< 1 year",0,548,77506,"707.0"
"188","","Arizona",4,1999,1999,"1 year",1,38,75507,"50.3"
"189","","Arizona",4,1999,1999,"2 years",2,39,73555,"53.0"
"190","","Arizona",4,1999,1999,"3 years",3,17,74503,"Unreliable"
"191","","Arizona",4,1999,1999,"4 years",4,14,75017,"Unreliable"
"192","","Arizona",4,1999,1999,"5 years",5,12,74693,"Unreliable"
"193","","Arizona",4,1999,1999,"6 years",6,11,74455,"Unreliable"
"194","","Arizona",4,1999,1999,"8 years",8,13,76788,"Unreliable"
"195","","Arizona",4,1999,1999,"10 years",10,13,75344,"Unreliable"
"196","","Arizona",4,2000,2000,"< 1 year",0,573,77421,"740.1"
"197","","Arizona",4,2000,2000,"1 year",1,46,77174,"59.6"
"198","","Arizona",4,2000,2000,"2 years",2,31,75241,"41.2"
"199","","Arizona",4,2000,2000,"3 years",3,18,75990,"Unreliable"
"200","","Arizona",4,2000,2000,"4 years",4,18,76560,"Unreliable"
"201","","Arizona",4,2000,2000,"5 years",5,12,76755,"Unreliable"
"202","","Arizona",4,2000,2000,"6 years",6,20,76447,"26.2"
"203","","Arizona",4,2000,2000,"7 years",7,14,78435,"Unreliable"
"204","","Arizona",4,2000,2000,"8 years",8,11,78567,"Unreliable"
"205","","Arizona",4,2000,2000,"9 years",9,19,79665,"Unreliable"
"206","","Arizona",4,2001,2001,"< 1 year",0,592,84721,"698.8"
"207","","Arizona",4,2001,2001,"1 year",1,64,79763,"80.2"
"208","","Arizona",4,2001,2001,"2 years",2,35,77290,"45.3"
"209","","Arizona",4,2001,2001,"3 years",3,26,76139,"34.1"
"210","","Arizona",4,2001,2001,"4 years",4,22,76151,"28.9"
"211","","Arizona",4,2001,2001,"5 years",5,18,76385,"Unreliable"
"212","","Arizona",4,2001,2001,"6 years",6,15,77615,"Unreliable"
"213","","Arizona",4,2001,2001,"7 years",7,22,76733,"28.7"
"214","","Arizona",4,2001,2001,"8 years",8,11,78479,"Unreliable"
"215","","Arizona",4,2001,2001,"9 years",9,17,79067,"Unreliable"
"216","","Arizona",4,2001,2001,"10 years",10,14,80648,"Unreliable"
"217","","Arizona",4,2002,2002,"< 1 year",0,559,84886,"658.5"
"218","","Arizona",4,2002,2002,"1 year",1,51,85773,"59.5"
"219","","Arizona",4,2002,2002,"2 years",2,37,79979,"46.3"
"220","","Arizona",4,2002,2002,"3 years",3,25,77765,"32.1"
"221","","Arizona",4,2002,2002,"4 years",4,17,76615,"Unreliable"
"222","","Arizona",4,2002,2002,"5 years",5,14,76588,"Unreliable"
"223","","Arizona",4,2002,2002,"6 years",6,10,77263,"Unreliable"
"224","","Arizona",4,2002,2002,"7 years",7,10,78241,"Unreliable"
"225","","Arizona",4,2002,2002,"9 years",9,12,79452,"Unreliable"
"226","","Arizona",4,2003,2003,"< 1 year",0,593,87052,"681.2"
"227","","Arizona",4,2003,2003,"1 year",1,48,85976,"55.8"
"228","","Arizona",4,2003,2003,"2 years",2,41,85361,"48.0"
"229","","Arizona",4,2003,2003,"3 years",3,25,80415,"31.1"
"230","","Arizona",4,2003,2003,"4 years",4,20,77805,"25.7"
"231","","Arizona",4,2003,2003,"5 years",5,18,76738,"Unreliable"
"232","","Arizona",4,2003,2003,"7 years",7,11,77746,"Unreliable"
"233","","Arizona",4,2003,2003,"9 years",9,13,78670,"Unreliable"
"234","","Arizona",4,2004,2004,"< 1 year",0,630,89116,"706.9"
"235","","Arizona",4,2004,2004,"1 year",1,52,88698,"58.6"
"236","","Arizona",4,2004,2004,"2 years",2,27,85547,"31.6"
"237","","Arizona",4,2004,2004,"3 years",3,19,86008,"Unreliable"
"238","","Arizona",4,2004,2004,"4 years",4,13,80662,"Unreliable"
"239","","Arizona",4,2004,2004,"5 years",5,17,78238,"Unreliable"
"240","","Arizona",4,2004,2004,"6 years",6,14,77986,"Unreliable"
"241","","Arizona",4,2004,2004,"9 years",9,11,80326,"Unreliable"
"242","","Arizona",4,2004,2004,"10 years",10,11,81813,"Unreliable"
"243","","Arizona",4,2005,2005,"< 1 year",0,662,92434,"716.2"
"244","","Arizona",4,2005,2005,"1 year",1,59,91804,"64.3"
"245","","Arizona",4,2005,2005,"2 years",2,37,88885,"41.6"
"246","","Arizona",4,2005,2005,"3 years",3,18,87002,"Unreliable"
"247","","Arizona",4,2005,2005,"4 years",4,18,86982,"Unreliable"
"248","","Arizona",4,2005,2005,"5 years",5,16,81418,"Unreliable"
"249","","Arizona",4,2005,2005,"6 years",6,18,80327,"Unreliable"
"250","","Arizona",4,2005,2005,"7 years",7,19,79358,"Unreliable"
"251","","Arizona",4,2005,2005,"9 years",9,21,81014,"25.9"
"252","","Arizona",4,2005,2005,"10 years",10,12,84859,"Unreliable"
"253","","Arizona",4,2006,2006,"< 1 year",0,651,94201,"691.1"
"254","","Arizona",4,2006,2006,"1 year",1,55,95809,"57.4"
"255","","Arizona",4,2006,2006,"2 years",2,42,91498,"45.9"
"256","","Arizona",4,2006,2006,"3 years",3,25,90541,"27.6"
"257","","Arizona",4,2006,2006,"4 years",4,24,87698,"27.4"
"258","","Arizona",4,2006,2006,"5 years",5,12,87957,"Unreliable"
"259","","Arizona",4,2006,2006,"6 years",6,18,83901,"Unreliable"
"260","","Arizona",4,2006,2006,"7 years",7,11,81946,"Unreliable"
"261","","Arizona",4,2006,2006,"9 years",9,10,82880,"Unreliable"
"262","","Arizona",4,2006,2006,"10 years",10,16,86334,"Unreliable"
"263","","Arizona",4,2007,2007,"< 1 year",0,711,96177,"739.3"
"264","","Arizona",4,2007,2007,"1 year",1,45,96478,"46.6"
"265","","Arizona",4,2007,2007,"2 years",2,30,94323,"31.8"
"266","","Arizona",4,2007,2007,"3 years",3,24,92257,"26.0"
"267","","Arizona",4,2007,2007,"4 years",4,16,90445,"Unreliable"
"268","","Arizona",4,2007,2007,"5 years",5,16,87991,"Unreliable"
"269","","Arizona",4,2007,2007,"6 years",6,12,89867,"Unreliable"
"270","","Arizona",4,2007,2007,"8 years",8,18,82390,"Unreliable"
"271","","Arizona",4,2007,2007,"9 years",9,11,82902,"Unreliable"
"272","","Arizona",4,2007,2007,"10 years",10,21,88044,"23.9"
"273","","Arizona",4,2008,2008,"< 1 year",0,635,95576,"664.4"
"274","","Arizona",4,2008,2008,"1 year",1,64,98352,"65.1"
"275","","Arizona",4,2008,2008,"2 years",2,29,93930,"30.9"
"276","","Arizona",4,2008,2008,"3 years",3,20,94741,"21.1"
"277","","Arizona",4,2008,2008,"4 years",4,18,91212,"Unreliable"
"278","","Arizona",4,2008,2008,"5 years",5,21,89958,"23.3"
"279","","Arizona",4,2008,2008,"6 years",6,12,89696,"Unreliable"
"280","","Arizona",4,2008,2008,"7 years",7,14,90535,"Unreliable"
"281","","Arizona",4,2008,2008,"8 years",8,12,84838,"Unreliable"
"282","","Arizona",4,2008,2008,"10 years",10,10,88332,"Unreliable"
"283","","Arizona",4,2009,2009,"< 1 year",0,556,86485,"642.9"
"284","","Arizona",4,2009,2009,"1 year",1,46,96623,"47.6"
"285","","Arizona",4,2009,2009,"2 years",2,33,94564,"34.9"
"286","","Arizona",4,2009,2009,"3 years",3,30,92943,"32.3"
"287","","Arizona",4,2009,2009,"4 years",4,19,92803,"Unreliable"
"288","","Arizona",4,2009,2009,"5 years",5,10,89283,"Unreliable"
"289","","Arizona",4,2009,2009,"6 years",6,11,91207,"Unreliable"
"290","","Arizona",4,2009,2009,"7 years",7,15,89417,"Unreliable"
"291","","Arizona",4,2009,2009,"8 years",8,16,89963,"Unreliable"
"292","","Arizona",4,2009,2009,"9 years",9,16,87124,"Unreliable"
"293","","Arizona",4,2009,2009,"10 years",10,10,90766,"Unreliable"
"294","","Arizona",4,2010,2010,"< 1 year",0,522,87557,"596.2"
"295","","Arizona",4,2010,2010,"1 year",1,54,89746,"60.2"
"296","","Arizona",4,2010,2010,"2 years",2,33,93216,"35.4"
"297","","Arizona",4,2010,2010,"3 years",3,20,93880,"21.3"
"298","","Arizona",4,2010,2010,"4 years",4,17,91316,"Unreliable"
"299","","Arizona",4,2010,2010,"5 years",5,16,90894,"Unreliable"
"300","","Arizona",4,2010,2010,"6 years",6,13,90891,"Unreliable"
"301","","Arizona",4,2010,2010,"7 years",7,10,90407,"Unreliable"
"302","","Arizona",4,2010,2010,"8 years",8,18,89191,"Unreliable"
"303","","Arizona",4,2011,2011,"< 1 year",0,507,87061,"582.4"
"304","","Arizona",4,2011,2011,"1 year",1,38,87868,"43.2"
"305","","Arizona",4,2011,2011,"2 years",2,26,89135,"29.2"
"306","","Arizona",4,2011,2011,"3 years",3,22,92731,"23.7"
"307","","Arizona",4,2011,2011,"4 years",4,21,93389,"22.5"
"308","","Arizona",4,2011,2011,"5 years",5,16,91525,"Unreliable"
"309","","Arizona",4,2011,2011,"6 years",6,11,90991,"Unreliable"
"310","","Arizona",4,2011,2011,"7 years",7,11,90639,"Unreliable"
"311","","Arizona",4,2011,2011,"10 years",10,12,91965,"Unreliable"
"312","","Arizona",4,2012,2012,"< 1 year",0,504,86400,"583.3"
"313","","Arizona",4,2012,2012,"1 year",1,51,83530,"61.1"
"314","","Arizona",4,2012,2012,"2 years",2,32,87712,"36.5"
"315","","Arizona",4,2012,2012,"3 years",3,17,89213,"Unreliable"
"316","","Arizona",4,2012,2012,"4 years",4,19,92778,"Unreliable"
"317","","Arizona",4,2012,2012,"5 years",5,15,93700,"Unreliable"
"318","","Arizona",4,2012,2012,"7 years",7,19,91210,"Unreliable"
"319","","Arizona",4,2012,2012,"9 years",9,11,90891,"Unreliable"
"320","","Arizona",4,2012,2012,"10 years",10,12,89074,"Unreliable"
"321","","Arizona",4,2013,2013,"< 1 year",0,451,84900,"531.2"
"322","","Arizona",4,2013,2013,"1 year",1,64,84914,"75.4"
"323","","Arizona",4,2013,2013,"2 years",2,28,84824,"33.0"
"324","","Arizona",4,2013,2013,"3 years",3,22,88171,"25.0"
"325","","Arizona",4,2013,2013,"4 years",4,17,88949,"Unreliable"
"326","","Arizona",4,2013,2013,"5 years",5,16,92702,"Unreliable"
"327","","Arizona",4,2013,2013,"8 years",8,10,91373,"Unreliable"
"328","","Arizona",4,2014,2014,"< 1 year",0,534,85876,"621.8"
"329","","Arizona",4,2014,2014,"1 year",1,40,85845,"46.6"
"330","","Arizona",4,2014,2014,"2 years",2,22,85064,"25.9"
"331","","Arizona",4,2014,2014,"3 years",3,22,85368,"25.8"
"332","","Arizona",4,2014,2014,"4 years",4,14,88735,"Unreliable"
"333","","Arizona",4,2014,2014,"5 years",5,12,89584,"Unreliable"
"334","","Arizona",4,2014,2014,"7 years",7,10,94257,"Unreliable"
"335","","Arizona",4,2014,2014,"8 years",8,10,92781,"Unreliable"
"336","","Arizona",4,2014,2014,"9 years",9,16,91801,"Unreliable"
"337","","Arizona",4,2014,2014,"10 years",10,14,90290,"Unreliable"
"338","","Arizona",4,2015,2015,"< 1 year",0,469,86440,"542.6"
"339","","Arizona",4,2015,2015,"1 year",1,42,85525,"49.1"
"340","","Arizona",4,2015,2015,"2 years",2,34,85601,"39.7"
"341","","Arizona",4,2015,2015,"3 years",3,15,85473,"Unreliable"
"342","","Arizona",4,2015,2015,"4 years",4,13,86205,"Unreliable"
"343","","Arizona",4,2015,2015,"8 years",8,10,94951,"Unreliable"
"344","","Arizona",4,2015,2015,"9 years",9,14,93485,"Unreliable"
"345","","Arizona",4,2016,2016,"< 1 year",0,456,87702,"519.9"
"346","","Arizona",4,2016,2016,"1 year",1,48,88450,"54.3"
"347","","Arizona",4,2016,2016,"2 years",2,28,87328,"32.1"
"348","","Arizona",4,2016,2016,"3 years",3,24,87798,"27.3"
"349","","Arizona",4,2016,2016,"4 years",4,20,88041,"22.7"
"350","","Arizona",4,2016,2016,"5 years",5,15,87129,"Unreliable"
"351","","Arizona",4,2016,2016,"6 years",6,10,87993,"Unreliable"
"352","","Arizona",4,2016,2016,"10 years",10,11,93576,"Unreliable"
"353","","Arizona",4,2017,2017,"< 1 year",0,469,85596,"547.9"
"354","","Arizona",4,2017,2017,"1 year",1,39,86102,"45.3"
"355","","Arizona",4,2017,2017,"2 years",2,27,88729,"30.4"
"356","","Arizona",4,2017,2017,"3 years",3,23,88552,"26.0"
"357","","Arizona",4,2017,2017,"4 years",4,11,88283,"Unreliable"
"358","","Arizona",4,2017,2017,"6 years",6,17,89094,"Unreliable"
"359","","Arizona",4,2017,2017,"7 years",7,18,88737,"Unreliable"
"360","","Arkansas",5,1999,1999,"< 1 year",0,292,35851,"814.5"
"361","","Arkansas",5,1999,1999,"1 year",1,19,35968,"Unreliable"
"362","","Arkansas",5,1999,1999,"2 years",2,17,36284,"Unreliable"
"363","","Arkansas",5,1999,1999,"3 years",3,17,36463,"Unreliable"
"364","","Arkansas",5,1999,1999,"4 years",4,10,36561,"Unreliable"
"365","","Arkansas",5,1999,1999,"5 years",5,10,36008,"Unreliable"
"366","","Arkansas",5,1999,1999,"7 years",7,11,37977,"Unreliable"
"367","","Arkansas",5,1999,1999,"8 years",8,13,38468,"Unreliable"
"368","","Arkansas",5,2000,2000,"< 1 year",0,316,36065,"876.2"
"369","","Arkansas",5,2000,2000,"1 year",1,25,36258,"69.0"
"370","","Arkansas",5,2000,2000,"2 years",2,21,36232,"58.0"
"371","","Arkansas",5,2000,2000,"3 years",3,14,36398,"Unreliable"
"372","","Arkansas",5,2000,2000,"4 years",4,15,36632,"Unreliable"
"373","","Arkansas",5,2000,2000,"7 years",7,16,37436,"Unreliable"
"374","","Arkansas",5,2001,2001,"< 1 year",0,309,37013,"834.8"
"375","","Arkansas",5,2001,2001,"1 year",1,26,36486,"71.3"
"376","","Arkansas",5,2001,2001,"2 years",2,24,35889,"66.9"
"377","","Arkansas",5,2001,2001,"3 years",3,13,36273,"Unreliable"
"378","","Arkansas",5,2001,2001,"4 years",4,11,36365,"Unreliable"
"379","","Arkansas",5,2001,2001,"7 years",7,13,36284,"Unreliable"
"380","","Arkansas",5,2002,2002,"< 1 year",0,312,37217,"838.3"
"381","","Arkansas",5,2002,2002,"1 year",1,24,36868,"65.1"
"382","","Arkansas",5,2002,2002,"2 years",2,17,36419,"Unreliable"
